Source;Length
Small site;1,136
Small site;2,026
Small site;0,969
Small site;1,423
Small site;2,041
Small site;4,191
Small site;2,862
Small site;2,929
Small site;2,879
Small site;2,711
Small site;4,84
Small site;2,644
Small site;2,467
Small site;2,417
Small site;2,663
Small site;2,195
Small site;2,315
Small site;2,83
Small site;2,138
Small site;1,925
Small site;2,68
Small site;1,851
Small site;2,688
Small site;1,847
Small site;2,548
Small site;1,847
Small site;1,905
Small site;1,587
Small site;1,84
Small site;2,038
Small site;1,694
Small site;1,29
Small site;2,103
Small site;1,352
Small site;1,123
Small site;1,228
Small site;2,287
Small site;0,516
Small site;3,495
Small site;3,496
Small site;2,599
Small site;1,715
Small site;1,749
Small site;1,841
Small site;1,099
Small site;2,738
Small site;2,706
Small site;2,536
Small site;2,087
Small site;1,714
Small site;2,14
Small site;2,39
Small site;1,792
Small site;2,017
Small site;1,903
Small site;2,67
Small site;1,586
Small site;2,056
Small site;1,214
Small site;2,32
Small site;1,172
Small site;1,752
Small site;1,82
Small site;1,516
Small site;1,652
Small site;1,893
Small site;2,38
Small site;2,197
Small site;2,892
Small site;2,963
Small site;0,925
Small site;3,629
Small site;4,008
Small site;4,037
Small site;4,267
Small site;4,372
Small site;4,368
Small site;2,778
Small site;2,828
Small site;2,694
Small site;2,742
Small site;2,83
Small site;1,723
Small site;1,724
Small site;2,218
Small site;1,495
Small site;0,872
Small site;0,41
Small site;2,594
Small site;1,691
Small site;4,813
Small site;0,523
Small site;2,588
Small site;1,63
Small site;1,12
Small site;0,834
Small site;0,473
Small site;1,112
Small site;3,775
Small site;0,621
Small site;0,323
Small site;0,273
Small site;0,608
Small site;0,743
Small site;1,35
Small site;0,975
Small site;0,801
Small site;1,312
Small site;0,584
Small site;0,762
Small site;1,026
Small site;0,8
Small site;0,631
Small site;1,842
Small site;2,574
Small site;1,569
Small site;1,87
Small site;4,972
Small site;3,779
Small site;3,557
Small site;3,655
Small site;3,603
Small site;3,346
Small site;3,364
Small site;3,064
Small site;3,09
Small site;3,021
Small site;3,422
Small site;2,754
Small site;2,626
Small site;3,647
Small site;2,798
Small site;2,491
Small site;3,505
Small site;2,43
Small site;2,635
Small site;2,335
Small site;2,525
Small site;2,11
Small site;2,123
Small site;2,241
Small site;1,972
Small site;2,042
Small site;1,9
Small site;1,811
Small site;1,924
Small site;2,168
Small site;2,054
Small site;0,896
Small site;0,257
Small site;0,242
Small site;0,249
Small site;0,192
Small site;4,329
Small site;4,327
Small site;3,425
Small site;2,515
Small site;2,538
Small site;2,619
Small site;3,337
Small site;3,285
Small site;3,123
Small site;2,647
Small site;2,242
Small site;2,664
Small site;2,887
Small site;2,236
Small site;2,446
Small site;2,31
Small site;3,048
Small site;1,891
Small site;2,403
Small site;2,647
Small site;2,678
Small site;1,956
Small site;2,022
Small site;1,628
Small site;1,59
Small site;1,78
Small site;2,253
Small site;1,905
Small site;2,839
Small site;2,897
Small site;1,656
Small site;4,451
Small site;4,837
Small site;4,867
Small site;4,96
Small site;3,454
Small site;3,562
Small site;3,361
Small site;3,453
Small site;3,577
Small site;2,2
Small site;1,989
Small site;2,069
Small site;1,621
Small site;3,282
Small site;1,562
Small site;4,963
Small site;4,912
Small site;0,215
Small site;0,499
Small site;2,672
Small site;0,825
Small site;0,572
Small site;0,51
Small site;0,919
Small site;1,123
Small site;3,872
Small site;0,717
Small site;0,319
Small site;0,188
Small site;0,572
Small site;0,667
Small site;1,258
Small site;1,074
Small site;0,082
Small site;2,794
Small site;0,51
Small site;0,769
Small site;0,715
Small site;0,67
Small site;0,234
Small site;0,65
Small site;0,656
Small site;1,204
Small site;0,694
Small site;1,923
Small site;0,289
Small site;0,205
Small site;0,142
Small site;1,479
Small site;1,411
Small site;1,625
Small site;1,657
Small site;1,845
Small site;1,96
Small site;1,731
Small site;2,008
Small site;1,647
Small site;1,826
Small site;1,91
Small site;0,561
Small site;0,384
Small site;0,543
Small site;0,534
Small site;0,988
Small site;0,132
Small site;0,204
Small site;0,086
Small site;0,359
Small site;0,716
Small site;0,749
Small site;0,688
Small site;0,8
Small site;0,724
Small site;0,205
Small site;0,161
Small site;1,76
Small site;1,804
Small site;0,724
Small site;0,833
Small site;0,879
Small site;0,272
Small site;0,094
Small site;0,371
Small site;0,778
Small site;0,77
Small site;0,819
Small site;0,586
Small site;0,733
Small site;0,602
Small site;0,142
Small site;0,161
Small site;0,453
Small site;1,54
Small site;1,558
Small site;1,737
Small site;1,855
Small site;1,636
Small site;1,929
Small site;0,347
Small site;0,678
Small site;0,791
Small site;1,032
Small site;1,239
Small site;1,651
Small site;1,637
Small site;0,128
Small site;1,692
Small site;1,167
Small site;1,237
Small site;0,449
Small site;0,096
Small site;0,195
Small site;1,258
Small site;1,472
Small site;1,199
Small site;1,436
Small site;1,198
Small site;1,836
Small site;1,209
Small site;0,236
Small site;0,547
Small site;0,192
Small site;1,343
Small site;1,465
Small site;1,596
Small site;1,268
Small site;1,232
Small site;1,762
Small site;0,465
Small site;1,346
Small site;1,409
Small site;1,823
Small site;1,811
Small site;1,864
Small site;0,619
Small site;0,183
Small site;0,305
Small site;0,357
Small site;1,404
Small site;1,621
Small site;1,337
Small site;1,567
Small site;4,581
Small site;4,642
Small site;1,353
Small site;2,008
Small site;0,192
Small site;1,492
Small site;1,622
Small site;1,754
Small site;1,404
Small site;1,361
Small site;1,933
Small site;1,482
Small site;1,517
Small site;1,7
Small site;2,069
Small site;2,017
Small site;0,281
Small site;0,238
Small site;2,097
Small site;0,987
Small site;0,771
Small site;0,76
Small site;0,856
Small site;0,915
Small site;0,946
Small site;1,839
Small site;1,641
Small site;2,035
Small site;1,799
Small site;2,047
Small site;1,528
Small site;1,479
Small site;1,748
Small site;0,068
Small site;0,222
Small site;2,042
Small site;0,822
Small site;0,918
Small site;1,606
Small site;1,652
Small site;1,914
Small site;2,003
Small site;2,124
Small site;1,873
Small site;1,852
Small site;1,947
Small site;0,937
Small site;1,949
Small site;1,449
Small site;1,632
Small site;2,001
Small site;1,949
Small site;0,223
Small site;2,03
Small site;0,922
Small site;0,704
Small site;0,694
Small site;0,805
Small site;0,863
Small site;0,892
Small site;1,774
Small site;1,575
Small site;1,969
Small site;1,735
Small site;1,983
Small site;1,411
Small site;1,682
Small site;0,068
Small site;0,251
Small site;1,98
Small site;0,762
Small site;0,851
Small site;1,585
Small site;1,848
Small site;1,936
Small site;2,057
Small site;1,81
Small site;1,789
Small site;1,886
Small site;0,871
Small site;1,886
Small site;3,481
Small site;2,257
Small site;2,221
Small site;2,291
Small site;0,552
Small site;0,631
Small site;0,379
Small site;2,135
Small site;3,563
Small site;3,968
Small site;4,141
Small site;3,4
Small site;3,845
Small site;2,31
Small site;0,325
Small site;2,743
Small site;2,122
Small site;2,25
Small site;0,626
Small site;2,221
Small site;1,703
Small site;1,618
Small site;1,503
Small site;1,72
Small site;1,864
Small site;1,742
Small site;1,636
Small site;1,857
Small site;1,543
Small site;1,301
Small site;1,362
Small site;1,736
Small site;1,753
Small site;2,109
Small site;1,895
Small site;2,201
Small site;2,14
Small site;1,625
Small site;1,54
Small site;1,961
Small site;0,213
Small site;0,183
Small site;0,396
Small site;1,566
Small site;1,755
Small site;1,94
Small site;2,141
Small site;1,86
Small site;2,133
Small site;2,106
Small site;2,17
Small site;2,245
Small site;1,439
Small site;2,262
Small site;1,666
Small site;1,928
Small site;1,85
Small site;1,721
Small site;1,98
Small site;2,185
Small site;2,074
Small site;2,185
Small site;1,635
Small site;1,742
Small site;1,791
Small site;1,785
Small site;2,322
Small site;2,102
Small site;2,446
Small site;2,335
Small site;2,575
Small site;1,995
Small site;1,845
Small site;1,737
Small site;2,183
Small site;1,601
Small site;1,937
Small site;2,1
Small site;2,108
Small site;2,28
Small site;2,078
Small site;2,361
Small site;2,363
Small site;2,444
Small site;2,41
Small site;2,43
Small site;1,535
Small site;2,47
Small site;1,858
Small site;1,943
Small site;1,834
Small site;2,066
Small site;2,488
Small site;1,445
Small site;1,425
Small site;1,484
Small site;1,811
Small site;1,806
Small site;1,744
Small site;1,469
Small site;1,688
Small site;1,26
Small site;1,836
Small site;2,008
Small site;2,042
Small site;1,98
Small site;2,31
Small site;2,194
Small site;2,233
Small site;2,411
Small site;2,505
Small site;1,629
Small site;1,289
Small site;1,389
Small site;1,629
Small site;1,554
Small site;1,654
Small site;1,608
Small site;0,105
Small site;1,386
Small site;0,309
Small site;0,628
Small site;0,66
Small site;0,542
Small site;0,757
Small site;0,74
Small site;0,713
Small site;0,418
Small site;4,04
Small site;3,669
Small site;4,147
Small site;4,392
Small site;4,235
Small site;4,646
Small site;4,961
Small site;2,101
Small site;2,236
Small site;2,585
Small site;2,519
Small site;2,608
Small site;1,547
Small site;1,286
Small site;1,403
Small site;1,462
Small site;1,498
Small site;2,398
Small site;2,197
Small site;2,59
Small site;2,36
Small site;2,454
Small site;2,607
Small site;3,788
Small site;4,188
Small site;4,372
Small site;4,396
Small site;4,452
Small site;4,509
Small site;4,584
Small site;4,758
Small site;4,925
Small site;4,456
Small site;4,645
Small site;2,082
Small site;2,303
Small site;2,467
Small site;1,382
Small site;2,081
Small site;1,996
Small site;2,07
Small site;2,051
Small site;2,165
Small site;2,05
Small site;2,204
Small site;2,471
Small site;2,553
Small site;2,671
Small site;2,434
Small site;2,412
Small site;1,916
Small site;2,366
Small site;2,51
Small site;1,96
Small site;3,329
Small site;3,661
Small site;3,336
Small site;3,291
Small site;3,772
Small site;4,036
Small site;3,882
Small site;4,323
Small site;4,64
Small site;1,952
Small site;2,137
Small site;2,518
Small site;2,472
Small site;2,549
Small site;1,385
Small site;1,271
Small site;1,784
Small site;2,231
Small site;2,047
Small site;2,437
Small site;2,178
Small site;2,418
Small site;3,41
Small site;3,716
Small site;3,824
Small site;4,025
Small site;4,028
Small site;4,084
Small site;4,14
Small site;4,208
Small site;4,715
Small site;4,383
Small site;4,575
Small site;1,786
Small site;3,297
Small site;3,264
Small site;3,177
Small site;3,577
Small site;3,403
Small site;3,215
Small site;4,079
Small site;4,274
Small site;4,793
Small site;1,91
Small site;2,155
Small site;0,325
Small site;2,505
Small site;0,094
Small site;1,716
Small site;1,659
Small site;1,628
Small site;1,635
Small site;1,668
Small site;1,701
Small site;1,663
Small site;0,262
Small site;2,132
Small site;1,947
Small site;1,922
Small site;2,045
Small site;1,797
Small site;2,064
Small site;2,312
Small site;2,417
Small site;2,543
Small site;2,249
Small site;2,215
Small site;0,855
Small site;3,274
Small site;2,411
Small site;1,354
Small site;0,867
Small site;2,326
Small site;1,416
Small site;1,405
Small site;0,363
Small site;1,457
Small site;1,357
Small site;1,421
Small site;1,222
Small site;0,213
Small site;1,247
Small site;0,236
Small site;0,822
Small site;0,762
Small site;1,566
Small site;1,496
Small site;1,601
Small site;1,731
Small site;1,592
Small site;1,956
Small site;1,629
Small site;0,954
Small site;1,12
Small site;1,382
Small site;0,354
Small site;1,235
Small site;1,365
Small site;1,561
Small site;0,223
Small site;0,103
Small site;0,192
Small site;1,959
Small site;1,891
Small site;0,729
Small site;0,66
Small site;0,163
Small site;0,346
Small site;0,193
Small site;0,341
Small site;0,247
Small site;0,462
Small site;0,404
Small site;0,542
Small site;0,346
Small site;0,218
Small site;0,264
Small site;0,199
Small site;0,197
Small site;0,482
Small site;0,142
Small site;0,74
Small site;0,341
Small site;0,199
Small site;2,576
Small site;2,025
Small site;2,427
Small site;2,556
Small site;2,391
Small site;2,128
Small site;2,376
Small site;2,603
Small site;2,658
Small site;2,726
Small site;2,855
Small site;3,076
Small site;2,751
Small site;2,871
Small site;0,119
Small site;0,562
Small site;0,708
Small site;0,863
Small site;0,997
Small site;1,651
Small site;2,537
Small site;2,377
Small site;2,443
Small site;2,593
Small site;2,828
Small site;3,148
Small site;2,345
Small site;2,516
Small site;2,566
Small site;2,621
Small site;2,686
Small site;2,802
Small site;3,486
Small site;3,211
Small site;3,068
Small site;3,775
Small site;4,128
Small site;4,24
Small site;2,693
Small site;2,828
Small site;3,293
Small site;0,119
Small site;0,446
Small site;0,59
Small site;0,745
Small site;0,879
Small site;3,735
Small site;2,16
Small site;2,087
Small site;2,326
Small site;2,18
Small site;2,302
Small site;2,458
Small site;2,711
